product_id,valiation_id,ttl_color,c1_color,c1_proportion,c2_color,c2_proportion,c3_color,c3_proportion,c4_color,c4_proportion,c5_color,c5_proportion
10180872,1041593,#E1AC89,#FAF4E7,0.2024866785079929,#F0422C,0.17673179396092362,#D4A57B,0.1802841918294849,#623F2D,0.05595026642984014,#E6C996,0.3845470692717584
10180872,1041592,#A1634F,#E2C48E,0.21075837742504408,#A91015,0.23809523809523808,#BF8E76,0.1164021164021164,#FAF3E7,0.054673721340388004,#63402E,0.3800705467372134
10180872,1041596,#C9A788,#F9F2E4,0.20355555555555555,#C36E62,0.14222222222222222,#603D2C,0.2071111111111111,#CFAE88,0.05511111111111111,#EACD96,0.392
10180872,1041597,#B2937E,#E3C489,0.20632133450395082,#F9F3E8,0.23617208077260754,#D77084,0.05706760316066725,#603D2B,0.3942054433713784,#CFAFAB,0.10623353819139596
10180872,1041595,#AB9885,#4F2427,0.13064295485636115,#BFAE8E,0.23187414500683995,#907864,0.11354309165526676,#E3DAC3,0.3898768809849521,#593C3A,0.13406292749658003
10180872,1041594,#DAAB8D,#CF5A57,0.21509106678230702,#F9F2E6,0.16825672159583693,#CEA984,0.18300086730268864,#553224,0.04856895056374675,#E8CA96,0.38508239375542064
10207584,1090096,#A48086,#AD9392,0.15975975975975976,#813F54,0.12252252252252252,#C5A9A8,0.21501501501501502,#D7C5C4,0.06306306306306306,#926E75,0.43963963963963965
10207584,1090094,#D8757C,#C7A9A7,0.16475315729047071,#E03A49,0.4781859931113662,#E1CFCE,0.21526980482204364,#A68A85,0.07347876004592423,#E16971,0.06831228473019518
10207584,1090095,#C18187,#CDB5B4,0.11238532110091744,#B53A4C,0.3967889908256881,#A68583,0.1651376146788991,#E5D5D5,0.2029816513761468,#C3A5A3,0.12270642201834862
10207584,1090092,#C2A2A1,#C6A8A6,0.4057377049180328,#A26D6D,0.2101873536299766,#E8D6D7,0.17857142857142858,#B29693,0.1592505854800937,#D3C1C0,0.04625292740046839
10207584,1090093,#CCAAAC,#AF9492,0.14379474940334128,#E0CBCC,0.4659904534606205,#8E7772,0.06324582338902147,#CA6271,0.1276849642004773,#C7ABAA,0.19928400954653938
10227942,1127578,#B2797E,#AA656A,0.3243992606284658,#7B4B47,0.30268022181146026,#F08AAE,0.06284658040665435,#EFDDDF,0.19085027726432532,#D47F88,0.11922365988909427
10227942,1127577,#C28F84,#9E5848,0.06,#EEDFDB,0.3140909090909091,#C58A7F,0.07818181818181819,#6A4842,0.12409090909090909,#BF7161,0.42363636363636364
10193696,1064069,#D8774B,#EB6F37,0.14452554744525548,#F2DED4,0.10291970802919707,#AA4528,0.08248175182481751,#C68E72,0.3072992700729927,#E25414,0.3627737226277372
10193696,1172342,#896771,#9C7886,0.18833652007648183,#70434F,0.2734225621414914,#8C5A6A,0.05449330783938815,#BDA9B1,0.26003824091778205,#593942,0.2237093690248566
10193696,1172341,#C3A876,#CEA14B,0.37209302325581395,#997332,0.10963455149501661,#938678,0.11046511627906977,#E9E4DB,0.024916943521594685,#D1C4AB,0.38289036544850497
10193696,1070114,#BB8A80,#A66A60,0.02790346907993967,#DE9E91,0.167420814479638,#C0786B,0.22473604826546004,#EDBEB0,0.3378582202111614,#5C4647,0.2420814479638009
10193696,1070115,#79484A,#8B6565,0.23018867924528302,#6A3437,0.6181132075471698,#854544,0.09433962264150944,#D4BABA,0.038490566037735846,#AB9090,0.018867924528301886
10193696,1086226,#895E53,#985342,0.09523809523809523,#C8B3AD,0.08761904761904762,#5C362C,0.1895238095238095,#7E402D,0.3304761904761905,#9A8482,0.29714285714285715
10193696,1086227,#CAADAB,#9C5954,0.2631578947368421,#9C8788,0.13345864661654136,#74423F,0.042293233082706765,#F1E6E5,0.5545112781954887,#CAB7B6,0.006578947368421052
10193696,1086224,#B77B8A,#BD4F69,0.16209034543844109,#D5647E,0.06288751107174491,#AE9099,0.17891939769707707,#D9BEC6,0.3020372010628875,#914757,0.2940655447298494
10193696,1064070,#7B4E58,#5F1320,0.10990712074303406,#C7B1B8,0.039473684210526314,#8D646C,0.456656346749226,#8F2B3B,0.03560371517027864,#633D47,0.35835913312693496
10193696,1064071,#B4777A,#C16768,0.16044776119402984,#764044,0.1328358208955224,#D1898C,0.05373134328358209,#EEDDDE,0.24029850746268658,#9D5256,0.4126865671641791
